dob,pan,email,text0,text1,text2,text3,text4,text5,gender,gfname,mobnum,bank_id,certnum,country,del_flg,doctype,foracid,landnum,relcode,srl_num,certauth,fullname,mailcity,maildist,pertcity,pertdist,rel_type,certplace,lchg_time,rcre_time,saluation,fathername,occupation,perttoleno,pertwardno,spousename,certexpdate,mailtolenum,mailwardnum,nationality,perthosueno,cerissuedate,lchg_user_id,rcre_user_id,cerissuedatead,entity_cre_flg,mailinghouseno,updated_at,preferredname 
2014-04-09T00:00:00.000000,PAN321629576,phewaautoparts243@outlook.com,NAGENDRA PRASAD GHIMIRE,,AARAMBHA CHAUTARI LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                  ,,,,M,,+977-9890690604,1,441001/6588,NP,,CITIZENSHIP,FA3309651693765335,,EMPLO,3,DISTRICT ADMINISTRATION OFFICE                                                                      ,GANESH GHIMIRE                                                                                                                                                                                          ,GORKHA,GORKH,GORKHA,GORKH,A,GORKHA,2021-04-07T19:19:17,2021-04-07T19:19:17,MR,,,TAKSAR,9,,,TAKSAR,9.0,NEPALI,,,SAURAVP,ES1259,2014-05-19T00:00:00.000000,Y,,2024-08-07 06:58:49.521,GANESH GHIMIRE                                                                                                                                                                                          
1900-01-01T00:00:00.000000,PAN747791463,mustangcarpentry759@outlook.com,MOHANI DHAMI,,SALARIED                                                                                                                                              ,,,,F,,+977-9880776153,1,75-01-72-07815,NP,,CITIZENSHIP,FA2084640531176352,,EMPLO,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,MONIKA DHAMI                                                                                                                                                                                            ,BEDKOT,KANCH,BEDKOT,KANCH,A,KANCHANPUR,2021-04-07T19:19:17,2021-04-07T19:19:17,MISS,,NOT AVAILABLE,GAILNADI,8,,,GAILNADI,8.0,NEPALI,,,SAURAVP,ES1259,2016-02-11T00:00:00.000000,Y,,2024-08-07 06:58:49.521,MONIKA DHAMI                                                                                                                                                                                            
1900-01-01T00:00:00.000000,PAN747791463,mustangcarpentry759@outlook.com,KITTHI DEVI BIST,,EMPLOYED                                                                                                                                              ,,,,M,,+977-9880776153,1,69-01-69-03285,NP,,CITIZENSHIP,FA2084640531176352,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,HIRANDA KUMAR BISTA                                                                                                                                                                                     ,BEDKOT,KANCH,BEDKOT,KANCH,A,ACHHAM,2021-04-07T19:19:17,2021-04-07T19:19:17,MR,,NOT AVAILABLE,LALPUR,9,,,LALPUR,9.0,NEPALI,,,SAURAVP,ES1259,2012-12-21T00:00:00.000000,Y,,2024-08-07 06:58:49.521,HIRANDA KUMAR BISTA                                                                                                                                                                                     
2014-04-09T00:00:00.000000,PAN321629576,phewaautoparts243@outlook.com,MAKT BAHADUR KARKI,,AARAMBHA CHAUTARI LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                  ,,,,M,,+977-9890690604,1,201046/23285,NP,,CITIZENSHIP,FA3309651693765335,,EMPLO,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,RAJESH KARKI                                                                                                                                                                                            ,DUDHAULI,SINDH,DUDHAULI,SINDH,A,SINDHULI,2021-04-07T19:19:17,2021-04-07T19:19:17,MR,,,DUDHAULI BAZAR,9,,,DUDHAULI BAZAR,9.0,NEPALI,,,SAURAVP,ES1259,2013-05-10T00:00:00.000000,Y,,2024-08-07 06:58:49.521,RAJESH KARKI                                                                                                                                                                                            
2014-04-09T00:00:00.000000,PAN321629576,phewaautoparts243@outlook.com,SHOBHA DEVI JHA,,AARAMBHA CHAUTARI LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                  ,,,,M,,+977-9890690604,1,12015/63,NP,,CITIZENSHIP,FA3309651693765335,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,RAMAN KUMAR JHA                                                                                                                                                                                         ,MIRCHAIYA,SIRAH,MIRCHAIYA,SIRAH,A,SIRHA,2021-04-07T19:19:17,2021-04-07T19:19:17,MISS,,,SITAPUR,11,,,SITAPUR,11.0,NEPALI,,,SAURAVP,ES1259,2006-11-14T00:00:00.000000,Y,,2024-08-07 06:58:49.521,RAMAN KUMAR JHA                                                                                                                                                                                         
2003-06-16T00:00:00.000000,PAN922795324,kalinchowkrealestate968@outlook.com,RAJ KUMARI NEUPANE,,,,,,F,,+977-9837430941,1,671020/4822/50000,NEPAL,,CITIZENSHIP,FA6425349473399410,,,2,,SUNITA NEUPANE                                                                                                                                                                                          ,KAGESHWORI MANAHARA,KATHMANDU,KAGESHWORI MANAHARA,KATHMANDU,B,KATHMANDU,2021-05-04T16:22:38,2021-03-04T16:54:38,MR,,NOT AVAILABLE,KAGESHWORI MANAHARA,08,,,KAGESHWORI MANAHARA,8.0,NEPALI,,07/29/2008,AK4760,FIVUSR,,N,,2024-08-07 06:58:49.521,SUNITA NEUPANE                                                                                                                                                                                          
2003-06-16T00:00:00.000000,PAN922795324,kalinchowkrealestate968@outlook.com,ISHWORI SHRESTHA,,,,,,F,,+977-9837430941,1,1009/82720,NEPAL,,CITIZENSHIP,FA6425349473399410,,,3,DISTRICT ADMINISTRATION OFFICE                                                                      ,SHREEJANA SHRESTHA                                                                                                                                                                                      ,THIMI,,ALAPOT,KATHMANDU,B,KATHMANDU,2021-05-04T16:22:38,2021-03-04T16:54:38,MRS,,NOT AVAILABLE,ALAPOT,01,,,THIMI,10.0,NEPALI,,07/24/2011,AK4760,FIVUSR,,N,,2024-08-07 06:58:49.521,SHREEJANA SHRESTHA                                                                                                                                                                                      
2003-06-16T00:00:00.000000,PAN922795324,kalinchowkrealestate968@outlook.com,TILAMAI SAPKOTA,,,,,,M,,+977-9837430941,1,28779,NEPAL,,CITIZENSHIP,FA6425349473399410,,,1,,RAMSARAN SAPKOTA                                                                                                                                                                                        ,GODAWARI,,CHAUGHARE,LALITPUR,B,LALITPUR,2021-05-04T16:22:38,2021-03-04T16:54:38,MR,,NOT AVAILABLE,CHAUGHAR,04,,,GODAWARI,10.0,NEPALI,,07/23/2004,AK4760,FIVUSR,,N,,2024-08-07 06:58:49.521,RAMSARAN SAPKOTA                                                                                                                                                                                        
1900-01-01T00:00:00.000000,PAN940651973,sagarmathaclothing663@outlook.com,MOTI SHRESTHA,,GLACIER I.T. SOLUTION TRADING PVT. LTD.                                                                                                               ,,,,M,,+977-9846900356,1,11511,NEPAL,,CITIZENSHIP,FA7093825707931983,,,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,AMAN MAN SHRESTHA                                                                                                                                                                                       ,,KATHMANDU,,KATHMANDU,B,KATHMANDU,2021-06-15T12:28:17,2021-06-09T12:37:28,MR,,NOT AVAILABLE,NAYOKHA,25,,,NAYOKHA,25.0,NEPALI,,,AS4815,BM14452,1997-05-04T00:00:00.000000,N,,2024-08-07 06:58:49.521,AMAN MAN SHRESTHA                                                                                                                                                                                       
1900-01-01T00:00:00.000000,PAN940651973,sagarmathaclothing663@outlook.com,,,GLACIER I.T. SOLUTION TRADING PVT. LTD.                                                                                                               ,,,,M,,+977-9846900356,1,2635,NEPAL,,CITIZENSHIP,FA7093825707931983,,,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,SHYAM RAJA TAMRAKAR                                                                                                                                                                                     ,,KATHMANDU,,KATHMANDU,B,KATHMANDU,2021-06-15T12:28:18,2021-06-09T12:37:28,MR,,NOT AVAILABLE,BATTUTOLE,22,,,BATTUTOLE,22.0,NEPALI,,,AS4815,BM14452,1994-10-05T00:00:00.000000,N,,2024-08-07 06:58:49.521,SHYAM RAJA TAMRAKAR                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN491606593,bhimsenagriculturalcooperative107@outlook.com,,,BIOMED INTTERNATIONAL  PVT LTD                                                                                                                        ,,,,M,,+977-9858057802,1,74/4040,NEPAL,,CITIZENSHIP,FA6956461779728229,,DIREC,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,UMESH KUMAR AGRAWAL                                                                                                                                                                                     ,DHARAN,SUNSARI,DHARAN,SUNSARI,A,SUNSARI,2021-06-15T14:52:56,2021-06-15T14:52:56,MR,,NOT AVAILABLE,,1,,,,1.0,NEPALI,,,NB5108,NB5108,1991-09-25T00:00:00.000000,N,,2024-08-07 06:58:49.521,UMESH KUMAR AGRAWAL                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN491606593,bhimsenagriculturalcooperative107@outlook.com,,,BIOMED INTTERNATIONAL  PVT LTD                                                                                                                        ,,,,M,,+977-9858057802,1,,NEPAL,,CITIZENSHIP,FA6956461779728229,,DIREC,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,CHETAN AGRAWAL                                                                                                                                                                                          ,,,,,A,SUNSARI,2021-06-15T14:52:56,2021-06-15T14:52:56,MR,,NOT AVAILABLE,,,,,,,NEPALI,,,NB5108,NB5108,1996-04-24T00:00:00.000000,N,,2024-08-07 06:58:49.521,CHETAN AGRAWAL                                                                                                                                                                                          
1900-01-01T00:00:00.000000,PAN944763272,himalayanconsultancy879@outlook.com,MAINA RAI,,JUNIOR ASSISTANT                                                                                                                                      ,,,,F,,+977-9851570882,1,65315/62,NP,,CITIZENSHIP,FA5261363760465433,,EMPLO,3,DISTRICT ADMINISTRATION OFFICE                                                                      ,SAKUN DEEBET RAI                                                                                                                                                                                        ,ILAM,ILAM,SHANTIDANDA,ILAM,A,ILAM,2021-06-20T19:32:45,2021-06-20T19:32:45,MRS,,NOT AVAILABLE,SHANTIDANDA,6,,,BHANUPATH,7.0,NEPALI,,,SAURAVP,ES1259,2002-07-15T00:00:00.000000,Y,,2024-08-07 06:58:49.521,SAKUN DEEBET RAI                                                                                                                                                                                        
1900-01-01T00:00:00.000000,PAN944763272,himalayanconsultancy879@outlook.com,RADHIKA GAUTAM,,JUNIOR ASSISTANT                                                                                                                                      ,,,,M,,+977-9851570882,1,01-01-73-01366,NP,,CITIZENSHIP,FA5261363760465433,,EMPLO,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,ANKIT GAUTAM                                                                                                                                                                                            ,ILAM,ILAM,MEHELE,TAPLE,A,TAPLEJUNG,2021-06-20T19:32:45,2021-06-20T19:32:45,MR,,NOT AVAILABLE,MEHELE,6,,,BHANUPATH ,7.0,NEPALI,,,SAURAVP,ES1259,2016-09-09T00:00:00.000000,Y,,2024-08-07 06:58:49.521,ANKIT GAUTAM                                                                                                                                                                                            
1900-01-01T00:00:00.000000,PAN944763272,himalayanconsultancy879@outlook.com,AASA BUDHATHOKI,,BRANCH MANAGER                                                                                                                                        ,,,,M,,+977-9851570882,1,502042/3222,NP,,CITIZENSHIP,FA5261363760465433,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,JUDDHA BAHADUR BUDHATHOKI                                                                                                                                                                               ,ILAM,ILAM,DAGANTUDANDA,BAGLU,A,BAGLUNG,2021-06-20T19:32:45,2021-06-20T19:32:45,MR,,NOT AVAILABLE,,03,,,BHANUPATH,7.0,NEPALI,,,SAURAVP,ES1259,2010-07-25T00:00:00.000000,Y,,2024-08-07 06:58:49.521,JUDDHA BAHADUR BUDHATHOKI                                                                                                                                                                               
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,SHREE SHARADA  LAXMI THAPA CHHETRI,,SERVICE                                                                                                                                               ,,,,M,,+977-9856247781,1,2289,NP,,CITIZENSHIP,FA4216568014453465,,DIREC,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,BJENDRA KUMAR THAPA                                                                                                                                                                                     ,TRIYUGA ,UDAYP,TRIYUGA,UDAYP,A,UDAYAPUR,2021-08-17T18:33:45,2021-08-17T18:33:45,MR,,,BISHAL NAGAR,11,,,BISHAL NAGAR,11.0,NEPALI,,,SAURAVP,ES1259,1999-08-13T00:00:00.000000,Y,,2024-08-07 06:58:49.521,BJENDRA KUMAR THAPA                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,DHANA NEUPANE,,EMPLOYEE                                                                                                                                              ,,,,M,,+977-9856247781,1,73996,NP,,CITIZENSHIP,FA5417301403592054,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,SANTOSH KUMAR NEUPANE                                                                                                                                                                                   ,GODAWARI,LALIT,GODAWARI,LALIT,A,LALITPUR,2021-08-17T18:33:45,2021-08-17T18:33:45,MR,,,,10,,,,10.0,NEPALI,,,SAURAVP,ES1259,1995-08-02T00:00:00.000000,Y,,2024-08-07 06:58:49.521,SANTOSH KUMAR NEUPANE                                                                                                                                                                                   
1900-01-01T00:00:00.000000,PAN813377590,nepalairlines939@outlook.com,,,TELECOM                                                                                                                                               ,,,,O,,+977-9856247781,1,,NP,,CITIZENSHIP,FA1845097471525138,,DIREC,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,NEPAL TELECOM REVENUE ACCOUNT                                                                                                                                                                           ,MECHINAGAR,,MECHINAGAR,,A,JHAPA,2021-08-25T18:20:38,2021-08-25T18:20:38,M/S,,,,06,,,,,NEPALI,,,SAURAVP,ES1259,2021-08-16T00:00:00.000000,Y,,2024-08-07 06:58:49.521,NEPAL TELECOM REVENUE ACCOUNT                                                                                                                                                                           
2021-07-23T00:00:00.000000,PAN324979852,rolpaconstructions648@outlook.com,DEVKUMARI BHUJEL,,FARMER                                                                                                                                                ,,,,F,,+977-9842731846,1,22-01-70-00828,NP,,CITIZENSHIP,FA3141891666109954,,CHAIR,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,MINA KARKI                                                                                                                                                                                              ,BHARATPUR,CHITW,BHIRKOT,DOLKH,F,DOLAKHA,2021-09-16T00:00:00.000000,2021-09-16T00:00:00.000000,MRS,,,,7,,,SASHINAGAR,18.0,NEPALI,,,SAURAVP,ES1259,2013-06-18T00:00:00.000000,Y,,2024-08-07 06:58:49.521,MINA KARKI                                                                                                                                                                                              
2009-09-13T00:00:00.000000,PAN484574196,lumbiniinternational699@outlook.com,ARAPATI DEVI,,CROWN TEXTILE INDUSTRIES PVT. LTD                                                                                                                     ,,,,F,,+977-9884584704,1,987,NP,,CITIZENSHIP,FA1256161460023772,,DIRECTOR,2,DOA                                                                                                 ,SEEMA DEVI MUNKA                                                                                                                                                                                        ,BIRGUNJ,PARSA,BIRGUNJ,PARSA,B,PARSA,2021-09-19T14:11:15,2019-12-09T11:25:13,MRS,,NOT AVAILABLE,ADARSHANAGAR,05,,,ADARSHANAGAR,5.0,NEPALI,,29/02/2046,SR4225,SK11928,,N,,2024-08-07 06:58:49.521,SEEMA DEVI MUNKA                                                                                                                                                                                        
2009-09-13T00:00:00.000000,PAN484574196,lumbiniinternational699@outlook.com,RAMA DEVI MURKA,,CROWN TEXTILE INDUSTRIES PVT. LTD                                                                                                                     ,,,,M,,+977-9884584704,1,160314811,NP,,CITIZENSHIP,FA1256161460023772,,DIRECTOR,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,PITAMBER KUMAR MUNKA                                                                                                                                                                                    ,BIRGUNJ,PARSA,BIRGUNJ,PARSA,B,PARSA,2021-09-19T14:11:15,2019-12-09T11:25:13,MR,,NOT AVAILABLE,ADARSHANAGAR,05,,,ADARSHANAGAR,5.0,NEPALI,,06/06/2037,SR4225,SK11928,1980-09-22T00:00:00.000000,N,,2024-08-07 06:58:49.521,PITAMBER KUMAR MUNKA                                                                                                                                                                                    
2009-09-13T00:00:00.000000,PAN484574196,lumbiniinternational699@outlook.com,RAMA DEVI MANKA,,CROWN TEXTILE INDUSTRIES P. LTD                                                                                                                       ,,,,M,,+977-9884584704,1,160314819,NEPAL,,CITIZENSHIP,FA9085129955339840,,DIRECTOR/S,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,PITAMBER KUMAR MUNKA                                                                                                                                                                                    ,BIRGUNJ,PARSA,BIRGUNJ,PARSA,B,PARSA,2021-09-26T09:22:14,2021-06-03T17:09:07,MR,,NOT AVAILABLE,ADARSHNAGAR,05,,,AADARSHANAGAR,5.0,NEPALI,,,UK1938,KS4375,1980-09-22T00:00:00.000000,N,,2024-08-07 06:58:49.521,PITAMBER KUMAR MUNKA                                                                                                                                                                                    
2009-09-13T00:00:00.000000,PAN484574196,lumbiniinternational699@outlook.com,ARAPATI DEVI,,CROWN TEXTILE INDUSTRIES P. LTD                                                                                                                       ,,,,F,,+977-9884584704,1,987,NEPAL,,CITIZENSHIP,FA9085129955339840,,DIRECTOR/S,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,SEEMA DEVI MUNKA                                                                                                                                                                                        ,BIRGUNJ,PARSA,BIRGUNJ,PARSA,B,PARSA,2021-09-26T09:22:14,2021-06-03T17:09:07,MR,,NOT AVAILABLE,,03,,,AADARSHANAGAR,5.0,NEPALI,,,UK1938,KS4375,1989-06-11T00:00:00.000000,N,,2024-08-07 06:58:49.521,SEEMA DEVI MUNKA                                                                                                                                                                                        
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,,,,,FA5630427094922965,,,5,,PARRAG BISTA                                                                                                                                                                                            ,,,,,A,,2021-10-06T11:29:15,2021-03-04T16:54:38,,,,,,,,,,,,,UK1938,FIVUSR,,N,,2024-08-07 06:58:49.521,PARRAG BISTA                                                                                                                                                                                            
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,,,,,FA5630427094922965,,,4,,SOM NATH LAMICHHANE                                                                                                                                                                                     ,,,,,A,,2021-10-06T11:29:15,2021-03-04T16:54:38,,,,,,,,,,,,,UK1938,FIVUSR,,N,,2024-08-07 06:58:49.521,SOM NATH LAMICHHANE                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,,,,,FA5630427094922965,,,6,,DILLI RAM SHRESTHA                                                                                                                                                                                      ,,,,,A,,2021-10-06T11:29:15,2021-03-04T16:54:38,,,,,,,,,,,,,UK1938,FIVUSR,,N,,2024-08-07 06:58:49.521,DILLI RAM SHRESTHA                                                                                                                                                                                      
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,99607,,,,FA5630427094922965,,,7,,JAYANDRA LAL SHRESTHA                                                                                                                                                                                   ,,,,,A,MORANG,2021-10-06T11:29:15,2021-03-04T16:54:38,,,,"KULESHWOR-14,KATHMANDU",,,,"KULESHWOR-14,KATHMANDU",,,,,UK1938,FIVUSR,,N,,2024-08-07 06:58:49.521,JAYANDRA LAL SHRESTHA                                                                                                                                                                                   
1900-01-01T00:00:00.000000,PAN353089449,lumbinitravels925@outlook.com,,,,,,,,,+977-9858187309,1,1238,,,,FA5630427094922965,,,8,,NARAYAN KUMAR SHRESTHA                                                                                                                                                                                  ,,,,,A,DHADING,2021-10-06T11:29:15,2021-03-04T16:54:38,,,,"BUDHATHUNG-08, DHADING",,,,"BUDHATHUNG-08, DHADING",,,,09/01/2045,UK1938,FIVUSR,,N,,2024-08-07 06:58:49.521,NARAYAN KUMAR SHRESTHA                                                                                                                                                                                  
1900-01-01T00:00:00.000000,PAN747791463,mustangcarpentry759@outlook.com,SANKARI DEVI PANT,,SALARIED EMPLOYEE                                                                                                                                     ,,,,M,,+977-9880776153,1,72/3/033/480,NP,,CITIZENSHIP,FA9001284726273525,,EMPLO,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,SURESH PRASAD PANT                                                                                                                                                                                      ,DADELDHURA,DADEL,DARCHULA,DARCH,A,DARCHULA,2021-11-01T17:52:37,2021-11-01T17:52:37,MR,,NOT AVAILABLE,BAAKU,06,,,TUPHANDADA,5.0,NEPALI,,,SAURAVP,ES1259,2007-03-13T00:00:00.000000,Y,,2024-08-07 06:58:49.521,SURESH PRASAD PANT                                                                                                                                                                                      
1900-01-01T00:00:00.000000,PAN747791463,mustangcarpentry759@outlook.com,SITALA DEVI SUNAR,,SALARIED EMPLOYEE                                                                                                                                     ,,,,M,,+977-9880776153,1,578006360,NP,,CITIZENSHIP,FA9001284726273525,,EMPLO,3,DISTRICT ADMINISTRATION OFFICE                                                                      ,TIL BAHADUR SUNAR                                                                                                                                                                                       ,DADELDHURA,DADEL,KANCHANPUR,KANCH,A,KANCHANPUR,2021-11-01T17:52:37,2021-11-01T17:52:37,MR,,NOT AVAILABLE,TILACHOUR,08,,,TUPHANDADA,5.0,NEPALI,,,SAURAVP,ES1259,2002-12-17T00:00:00.000000,Y,,2024-08-07 06:58:49.521,TIL BAHADUR SUNAR                                                                                                                                                                                       
1900-01-01T00:00:00.000000,PAN747791463,mustangcarpentry759@outlook.com,BHAGRATHI JOSHI,,SALARIED EMPLOYEE                                                                                                                                     ,,,,M,,+977-9880776153,1,73-01-72-03482,NP,,CITIZENSHIP,FA9001284726273525,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,DAMODAR JOSHI                                                                                                                                                                                           ,DADELDHURA,DADEL,BAITADI,BAITA,A,BAITADI,2021-11-01T17:52:37,2021-11-01T17:52:37,MR,,NOT AVAILABLE,SITTAD,03,,,TUPHANDADA,5.0,NEPALI,,,SAURAVP,ES1259,2016-03-24T00:00:00.000000,Y,,2024-08-07 06:58:49.521,DAMODAR JOSHI                                                                                                                                                                                           
1900-01-01T00:00:00.000000,PAN114592430,sunsaridigital188@outlook.com,RAMO DEVI KAMAIT,,NERURE LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                             ,,,,M,,+977-9880049625,1,15-01-74-03017,NP,,CITIZENSHIP,FA1456048951351944,,CHAIR,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,DILRAM KUMAR KAMATI                                                                                                                                                                                     ,PIPARIYA,SARLA,LALPUR,SIRAH,A,SIRAHA,2021-11-01T17:52:37,2021-11-01T17:52:37,MR,,NOT AVAILABLE,LALPUR,3,,,PIPARIYA,4.0,NEPALI,,,SAURAVP,ES1259,2017-06-30T00:00:00.000000,Y,,2024-08-07 06:58:49.521,DILRAM KUMAR KAMATI                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN114592430,sunsaridigital188@outlook.com,TARA DEVI SHAH,,BRANCH MANAGER OF NERUDE LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                           ,,,,M,,+977-9880049625,1,114941,NP,,CITIZENSHIP,FA1456048951351944,,DIREC,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,SUSRENDRA KUMAR SHAH                                                                                                                                                                                    ,HARIPUR,SARLA,HARINAGAR,SUNSA,A,SUNSARI,2021-11-01T17:52:37,2021-11-01T17:52:37,MR,,NOT AVAILABLE,GHUSKI,7,,,PIPARIYA,1.0,NEPALI,,,SAURAVP,ES1259,2006-10-31T00:00:00.000000,Y,,2024-08-07 06:58:49.521,SUSRENDRA KUMAR SHAH                                                                                                                                                                                    
1900-01-01T00:00:00.000000,PAN114592430,sunsaridigital188@outlook.com,RAMO DEVI KAMAIT,,NERURE LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                             ,,,,M,,+977-9880049625,1,15-01-74-03017,NP,,CITIZENSHIP,FA5696936326962284,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,DILRAM KUMAR KAMATI                                                                                                                                                                                     ,KABILASI,SARLA,LALPUR,SIRAH,A,SIRAHA,2021-11-09T18:10:35,2021-11-09T18:10:35,MR,,NOT AVAILABLE,LALPUR,03,,,PIPARIYA,4.0,NEPALI,,,SAURAVP,ES1259,2017-06-30T00:00:00.000000,Y,,2024-08-07 06:58:49.521,DILRAM KUMAR KAMATI                                                                                                                                                                                     
1900-01-01T00:00:00.000000,PAN114592430,sunsaridigital188@outlook.com,TARA DEVI SHAH,,BRANCH MANAGER OF NERUDE LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                           ,,,,M,,+977-9880049625,1,114941,NP,,CITIZENSHIP,FA5696936326962284,,EMPLO,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,SUSRENDRA KUMAR SHAH                                                                                                                                                                                    ,KABILASI,SARLA,HARINAGAR,SUNSA,A,SUNSARI,2021-11-09T18:10:35,2021-11-09T18:10:35,MR,,NOT AVAILABLE,HARINAGAR,GHUSKI,,,PIPARIYA,4.0,NEPALI,,,SAURAVP,ES1259,2006-10-31T00:00:00.000000,Y,,2024-08-07 06:58:49.521,SUSRENDRA KUMAR SHAH                                                                                                                                                                                    
1900-01-01T00:00:00.000000,PAN114592430,sunsaridigital188@outlook.com,LALBATIYA DEVI TELIN,,NERUDE LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                             ,,,,M,,+977-9880049625,1,331014/9350,NP,,CITIZENSHIP,FA1945516966733947,,EMPLO,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,JAIMANGAL SAH                                                                                                                                                                                           ,THORI,PARSA,PATHARA,BARA,A,PARSA,2022-01-25T13:24:50,2022-01-25T13:24:50,MR,,NOT AVAILABLE,POKHARIYA,09,,,BIJAY BASTI,4.0,NEPALI,,,SAURAVP,MM2256,2008-11-11T00:00:00.000000,Y,,2024-08-07 06:58:49.521,JAIMANGAL SAH                                                                                                                                                                                           
1900-01-01T00:00:00.000000,PAN114592430,sunsaridigital188@outlook.com,ARULBATI DEVI YADAV,,NERUDE LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                             ,,,,M,,+977-9880049625,1,152019/13927,NP,,CITIZENSHIP,FA1945516966733947,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,RAM SHANKAR YADAV                                                                                                                                                                                       ,THORI,PARSA,INARWA,SIRAH,A,PARSA,2022-01-25T13:24:50,2022-01-25T13:24:50,MR,,NOT AVAILABLE,LALPUR,06,,,BIJAY BASTI,4.0,NEPALI,,,SAURAVP,MM2256,2013-10-30T00:00:00.000000,Y,,2024-08-07 06:58:49.521,RAM SHANKAR YADAV                                                                                                                                                                                       
1900-01-01T00:00:00.000000,PAN114592430,sunsaridigital188@outlook.com,LALBATIYA DEVI TELIN,,NERUDE LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                             ,,,,M,,+977-9880049625,1,331014/9350,NP,,CITIZENSHIP,FA6960893976405332,,EMPLO,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,JAIMANGAL SAH                                                                                                                                                                                           ,THORI,PARSA,PATHARA,BARA,A,BARA,2022-01-25T13:24:50,2022-01-25T13:24:50,MR,,NOT AVAILABLE,POKHARIYA,09,,,BIJAY BASTI,4.0,NEPALI,,,SAURAVP,MM2256,2008-11-11T00:00:00.000000,Y,,2024-08-07 06:58:49.521,JAIMANGAL SAH                                                                                                                                                                                           
1900-01-01T00:00:00.000000,PAN114592430,sunsaridigital188@outlook.com,ARULBATI DEVI YADAV,,NERUDE LAGHUBITTA BITTIYA SANSTHA LIMITED                                                                                                             ,,,,M,,+977-9880049625,1,152019/13927,NP,,CITIZENSHIP,FA6960893976405332,,EMPLO,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,RAM SHANKAR YADAV                                                                                                                                                                                       ,THORI,PARSA,INARWA,SIRAH,A,SIRAHA,2022-01-25T13:24:50,2022-01-25T13:24:50,MR,,NOT AVAILABLE,LALPUR,06,,,BIJAY BASTI,4.0,NEPALI,,,SAURAVP,MM2256,2013-10-30T00:00:00.000000,Y,,2024-08-07 06:58:49.521,RAM SHANKAR YADAV                                                                                                                                                                                       
